,article_url,author,author_url,category,count,date_time,date_time_all,date_time_first,domain,entity,excerpt,image_url,source_id,text,title
10,https://cryptoslate.com/one-chart-shows-how-binance-grew-so-shockingly-fast-in-crypto-since-2018/,Joseph Young,,,1.0,2020-04-05 01:52:26.196752,[Timestamp('2020-04-05 01:52:26.196752')],,cryptoslate,Binance,"Researchers at Glassnode conducted an in-depth research of the on-chain data of Binance, one of the world’s largest crypto exchanges, comparing its growth with other trading platforms. ",,post-130166,"One chart shows how Binance grew so shockingly fast in crypto since 2018 Researchers at Glassnode conducted an in-depth research of the on-chain data of Binance, one of the world’s largest crypto exchanges, comparing its growth with other trading platforms. ",One chart shows how Binance grew so shockingly fast in crypto since 2018
11,https://cryptoslate.com/binance-ceo-akon-and-other-big-names-to-speak-at-blockdown-2020-virtual-conference-on-april-16/,Priyeshu Garg,,,1.0,2020-04-05 01:52:26.196973,[Timestamp('2020-04-05 01:52:26.196973')],,cryptoslate,Binance,"Changpeng Zhao, the CEO of Binance will be delivering a keynote speech and an AMA at the BlockDown 2020 virtual conference. ",,post-129517,"Binance CEO and Akon, other big names to speak at BlockDown 2020 virtual conference on April 16-17 Changpeng Zhao, the CEO of Binance will be delivering a keynote speech and an AMA at the BlockDown 2020 virtual conference. ","Binance CEO and Akon, other big names to speak at BlockDown 2020 virtual conference on April 16-17"
12,https://cryptoslate.com/binance-and-others-overtake-bitmex-as-most-used-bitcoin-derivatives-platform/,Nick Chong,,,1.0,2020-04-05 01:52:26.197163,[Timestamp('2020-04-05 01:52:26.197163')],,cryptoslate,Binance,"As CryptoSlate has detailed extensively over the past few weeks, the dynamic of the crypto market has dramatically changed ever since March 12’s Bitcoin flash crash, during which the market capitalization of the space lost almost 50 percent within a 24-hour time span. ",,post-129304,"Binance and others overtake BitMEX as most-used Bitcoin derivatives platform As CryptoSlate has detailed extensively over the past few weeks, the dynamic of the crypto market has dramatically changed ever since March 12’s Bitcoin flash crash, during which the market capitalization of the space lost almost 50 percent within a 24-hour time span. ",Binance and others overtake BitMEX as most-used Bitcoin derivatives platform
13,https://cryptoslate.com/keep-it-vs-leave-it-why-binance-delisting-leveraged-crypto-assets-has-users-divided/,Joseph Young,,,1.0,2020-04-05 01:52:26.197352,[Timestamp('2020-04-05 01:52:26.197352')],,cryptoslate,Binance,"Binance, the world’s largest crypto exchange, has decided to delist leverage crypto tokens from its platform. ",,post-129185,"Keep it vs. leave it: Why Binance delisting leveraged crypto assets has users divided Binance, the world’s largest crypto exchange, has decided to delist leverage crypto tokens from its platform. ",Keep it vs. leave it: Why Binance delisting leveraged crypto assets has users divided
14,https://cryptoslate.com/binance-to-raise-5-million-to-help-with-the-global-pandemic/,Ali Martinez,,,1.0,2020-04-05 01:52:26.197535,[Timestamp('2020-04-05 01:52:26.197535')],,cryptoslate,Binance,Binance announced that it is looking to raise $5 million worth of cryptocurrencies to help the most affected countries tackle the ongoing global pandemic. ,,post-128941,Binance to raise $5 million to help with the global pandemic Binance announced that it is looking to raise $5 million worth of cryptocurrencies to help the most affected countries tackle the ongoing global pandemic. ,Binance to raise $5 million to help with the global pandemic
15,https://cryptoslate.com/why-this-cryptocurrency-just-surged-16-on-news-of-a-key-binance-partnership/,Joseph Young,,,1.0,2020-04-05 01:52:26.197723,[Timestamp('2020-04-05 01:52:26.197723')],,cryptoslate,Binance,"Basic Attention Token (BAT), the native cryptocurrency of the Brave Browser, spiked by more than 16 percent following a Binance trading widget integration. ",,post-128919,"Why this cryptocurrency just surged 16% on news of a key Binance partnership Basic Attention Token (BAT), the native cryptocurrency of the Brave Browser, spiked by more than 16 percent following a Binance trading widget integration. ",Why this cryptocurrency just surged 16% on news of a key Binance partnership
16,https://cryptoslate.com/planning-for-the-worst-binance-donates-to-fight-coronavirus-coinbase-reveals-plan-for-remote-work/,Christina Comben,,,1.0,2020-03-06 01:52:26.939245,[Timestamp('2020-03-06 01:52:26.939245')],,cryptoslate,Binance,The approach that cryptocurrency exchanges Binance and Coinbase are taking to the coronavirus is as different as night and day. ,,post-126642,"Planning for the worst: Binance donates to fight Coronavirus, Coinbase reveals plan for remote work The approach that cryptocurrency exchanges Binance and Coinbase are taking to the coronavirus is as different as night and day. ","Planning for the worst: Binance donates to fight Coronavirus, Coinbase reveals plan for remote work"
17,https://cryptoslate.com/tradesatoshi-shuts-down-binance-ceo/,Christina Comben,,,1.0,2020-03-06 01:52:26.939464,[Timestamp('2020-03-06 01:52:26.939464')],,cryptoslate,Binance,"With hundreds of cryptocurrency exchanges to choose from, you’d be forgiven for not having heard of TradeSatoshi. ",,post-126081,"As TradeSatoshi shuts down, Binance CEO admits running an exchange is hard With hundreds of cryptocurrency exchanges to choose from, you’d be forgiven for not having heard of TradeSatoshi. ","As TradeSatoshi shuts down, Binance CEO admits running an exchange is hard"
18,https://cryptoslate.com/ceo-changpeng-zhao-cz-binance-cloud/,Christina Comben,,,1.0,2020-02-05 01:52:26.939653,[Timestamp('2020-02-05 01:52:26.939653')],,cryptoslate,Binance,"Ever since Binance appeared on the scene in 2017, its growth has been nothing short of astonishing. ",,post-125738,"Binance CEO Changpeng Zhao shows why it’s good to have your head in the Cloud Ever since Binance appeared on the scene in 2017, its growth has been nothing short of astonishing. ",Binance CEO Changpeng Zhao shows why it’s good to have your head in the Cloud
19,https://cryptoslate.com/basic-attention-token-jumps-11-as-binance-futures-launches-bat-perpetual-contracts/,Ali Martinez,,,1.0,2020-02-05 01:52:26.940015,[Timestamp('2020-02-05 01:52:26.940015')],,cryptoslate,Binance,Binance announced the introduction of a new Basic Attention Token derivative product. ,,post-125337,Basic Attention Token jumps 11% as Binance Futures launches BAT perpetual contracts Binance announced the introduction of a new Basic Attention Token derivative product. ,Basic Attention Token jumps 11% as Binance Futures launches BAT perpetual contracts
20,https://cryptoslate.com/litecoin-debuts-on-binance-futures-as-ltc-turns-bullish/,Ali Martinez,,,1.0,2020-01-06 01:52:27.698749,[Timestamp('2020-01-06 01:52:27.698749')],,cryptoslate,Binance,Binance recently disclosed the introduction of a new Litecoin derivative product. ,,post-122522,Litecoin debuts on Binance Futures as LTC turns bullish Binance recently disclosed the introduction of a new Litecoin derivative product. ,Litecoin debuts on Binance Futures as LTC turns bullish
0,https://cryptoslate.com/bitfinex-traders-are-longing-tezos-xtz-in-record-numbers-as-price-flirts-with-4/,Nick Chong,,,1.0,2020-08-03 01:52:34.932809,[Timestamp('2020-08-03 01:52:34.932809')],,cryptoslate,Bitfinex,"Ever factoring in the 12 percent correction Tezos has seen in the past day, the cryptocurrency is one of the top-performing in the past week. ",,post-141723,"Bitfinex traders are longing Tezos (XTZ) in record numbers as price flirts with $4 Ever factoring in the 12 percent correction Tezos has seen in the past day, the cryptocurrency is one of the top-performing in the past week. ",Bitfinex traders are longing Tezos (XTZ) in record numbers as price flirts with $4
1,https://cryptoslate.com/bitfinex-will-begin-listing-cardanos-ada-on-its-spot-exchange/,Priyeshu Garg,,,1.0,2020-08-03 01:52:34.933033,[Timestamp('2020-08-03 01:52:34.933033')],,cryptoslate,Bitfinex,Cryptocurrency exchange Bitfinex will begin listing ADA on its spot exchange. ,,post-141210,Bitfinex will begin listing Cardano’s ADA on its spot exchange Cryptocurrency exchange Bitfinex will begin listing ADA on its spot exchange. ,Bitfinex will begin listing Cardano’s ADA on its spot exchange
2,https://cryptoslate.com/ethereum-long-positions-on-bitfinex-soar-to-510m-as-uptrend-builds-momentum/,Cole Petersen,,,1.0,2020-08-03 01:52:34.933225,[Timestamp('2020-08-03 01:52:34.933225')],,cryptoslate,Bitfinex,"Ethereum’s price has been caught within the throes of an intense uptrend throughout the past few days, surging from its recent low of $230 to a high of $285 that was set earlier today. ",,post-140112,"Ethereum long positions on Bitfinex soar to $510M as uptrend builds momentum Ethereum’s price has been caught within the throes of an intense uptrend throughout the past few days, surging from its recent low of $230 to a high of $285 that was set earlier today. ",Ethereum long positions on Bitfinex soar to $510M as uptrend builds momentum
3,https://cryptoslate.com/bitfinex-whales-are-flipping-short-on-bitcoin-as-institutions-grow-more-active-than-ever/,Cole Petersen,,,1.0,2020-05-05 01:52:34.933599,[Timestamp('2020-05-05 01:52:34.933599')],,cryptoslate,Bitfinex,"Bitcoin’s intense rebound from its mid-March lows of $3,800 has reignited institutional trader’s interest in the market, as seen by BTC’s CME futures open interest setting fresh all-time highs earlier today. ",,post-132539,"Bitfinex whales are flipping short on Bitcoin as institutions grow more active than ever Bitcoin’s intense rebound from its mid-March lows of $3,800 has reignited institutional trader’s interest in the market, as seen by BTC’s CME futures open interest setting fresh all-time highs earlier today. ",Bitfinex whales are flipping short on Bitcoin as institutions grow more active than ever
4,https://cryptoslate.com/bitfinexs-new-social-network-targets-traders-and-crypto-enthusiasts-alike/,Ali Martinez,,,1.0,2020-05-05 01:52:34.933787,[Timestamp('2020-05-05 01:52:34.933787')],,cryptoslate,Bitfinex,Hong Kong-based cryptocurrency exchange Bitfinex announced the introduction a new platform that enables its users to interact with each other. ,,post-131720,Bitfinex’s new social network targets traders and crypto enthusiasts alike Hong Kong-based cryptocurrency exchange Bitfinex announced the introduction a new platform that enables its users to interact with each other. ,Bitfinex’s new social network targets traders and crypto enthusiasts alike
5,https://cryptoslate.com/data-showing-coinbase-kraken-bitfinex-trading-volumes-surging-in-2020/,Priyeshu Garg,,,1.0,2020-02-05 01:52:35.960872,[Timestamp('2020-02-05 01:52:35.960872')],,cryptoslate,Bitfinex,"The market seems to be coming to life after almost a year of crypto winter, as volumes on most major exchanges have seen significant increases in the past month. ",,post-124448,"Data shows Coinbase, Kraken, Bitfinex trading volumes surging in 2020 The market seems to be coming to life after almost a year of crypto winter, as volumes on most major exchanges have seen significant increases in the past month. ","Data shows Coinbase, Kraken, Bitfinex trading volumes surging in 2020"
6,https://cryptoslate.com/key-data-shows-bitcoin-uptrend-is-at-risk-as-bitfinex-longs-suddenly-plunge/,Jonnie Emsley,,,1.0,2020-01-06 01:52:35.961116,[Timestamp('2020-01-06 01:52:35.961116')],,cryptoslate,Bitfinex,"Bitcoin has rocketed to a 30-day high after posting one of its largest intraday rallies in weeks, but closer inspection suggests the sudden breakout may not mark the start of an uptrend. ",,post-122376,"Key data shows Bitcoin uptrend is at risk as Bitfinex longs suddenly plunge Bitcoin has rocketed to a 30-day high after posting one of its largest intraday rallies in weeks, but closer inspection suggests the sudden breakout may not mark the start of an uptrend. ",Key data shows Bitcoin uptrend is at risk as Bitfinex longs suddenly plunge
7,https://cryptoslate.com/is-this-the-beginning-of-the-hex-exit-800-eth-withdrawn-and-sent-to-bitfinex/,Priyeshu Garg,,,1.0,2020-01-06 01:52:35.961308,[Timestamp('2020-01-06 01:52:35.961308')],,cryptoslate,Bitfinex,"Around 800 ETH has been withdrawn from an address associated with the HEX cryptocurrency, leading many to suspect it was the beginning of an exit scam. ",,post-121931,"Is this the beginning of the HEX exit? 800 ETH withdrawn and sent to Bitfinex Around 800 ETH has been withdrawn from an address associated with the HEX cryptocurrency, leading many to suspect it was the beginning of an exit scam. ",Is this the beginning of the HEX exit? 800 ETH withdrawn and sent to Bitfinex
0,https://cryptoslate.com/akons-social-ecosystem-cryptocurrency-akoin-will-begin-trading-on-bittrex-on-november-11/,Shaurya Malwa,,,1.0,2020-10-25 01:52:53.125183,[Timestamp('2020-10-25 01:52:53.125183')],,cryptoslate,Bittrex,"Akoin, the cryptocurrency developed by renowned popstar Akon to improve social opportunities and access for African entrepreneurs, has announced its premier listing on crypto exchange Bittrex, as per a release shared with CryptoSlate. ",,post-174511,"Akon’s social ecosystem cryptocurrency ‘Akoin’ will begin trading on Bittrex on November 11 Akoin, the cryptocurrency developed by renowned popstar Akon to improve social opportunities and access for African entrepreneurs, has announced its premier listing on crypto exchange Bittrex, as per a release shared with CryptoSlate. ",Akon’s social ecosystem cryptocurrency ‘Akoin’ will begin trading on Bittrex on November 11
0,https://cryptoslate.com/coinbase-ceo-blasts-apples-restrictive-policies-towards-crypto-and-defi/,Shaurya Malwa,,,1.0,2020-09-02 01:53:15.755216,[Timestamp('2020-09-02 01:53:15.755216')],,cryptoslate,Coinbase,"Apple, the Californian producer of software and consumer electronics, has been no fan of cryptocurrency ever since the sector gained steam back in 2012. ",,post-171938,"Coinbase CEO blasts Apple’s “restrictive” policies towards crypto and DeFi Apple, the Californian producer of software and consumer electronics, has been no fan of cryptocurrency ever since the sector gained steam back in 2012. ",Coinbase CEO blasts Apple’s “restrictive” policies towards crypto and DeFi
1,https://cryptoslate.com/uniswap-eclipses-coinbase-and-other-centralized-exchanges-as-defi-mania-continues/,Nick Chong,,,1.0,2020-09-02 01:53:15.755407,[Timestamp('2020-09-02 01:53:15.755407')],,cryptoslate,Coinbase,Few used decentralized exchanges in 2017 and 2018. ,,post-171252,Uniswap eclipses Coinbase and other centralized exchanges as DeFi mania continues Few used decentralized exchanges in 2017 and 2018. ,Uniswap eclipses Coinbase and other centralized exchanges as DeFi mania continues
2,https://cryptoslate.com/coinbase-ceo-says-apple-is-too-restrictive-towards-cryptocurrencies/,Shaurya Malwa,,,1.0,2020-09-02 01:53:15.755595,[Timestamp('2020-09-02 01:53:15.755595')],,cryptoslate,Coinbase,"Coinbase CEO Brian Armstrong said tech giant Apple has “restrictive” policies towards the cryptocurrency sector, as per a tweet this weekend. ",,post-169101,"Coinbase CEO says Apple is too “restrictive” towards cryptocurrencies Coinbase CEO Brian Armstrong said tech giant Apple has “restrictive” policies towards the cryptocurrency sector, as per a tweet this weekend. ",Coinbase CEO says Apple is too “restrictive” towards cryptocurrencies
3,https://cryptoslate.com/coinbase-to-allow-americans-to-take-cash-loans-with-bitcoin-collateral/,Shaurya Malwa,,,1.0,2020-08-03 01:53:15.755781,[Timestamp('2020-08-03 01:53:15.755781')],,cryptoslate,Coinbase,"US crypto exchange Coinbase is going all out with its crypto offerings ahead of a purported bull run, listing DeFi projects, in-demand altcoins, and now a product for loans using one’s Bitcoin. ",,post-141884,"Coinbase to allow Americans to take cash loans with Bitcoin collateral US crypto exchange Coinbase is going all out with its crypto offerings ahead of a purported bull run, listing DeFi projects, in-demand altcoins, and now a product for loans using one’s Bitcoin. ",Coinbase to allow Americans to take cash loans with Bitcoin collateral
4,https://cryptoslate.com/chainlink-link-trading-volume-briefly-surpassed-bitcoin-on-coinbase/,Shaurya Malwa,,,1.0,2020-08-03 01:53:15.755968,[Timestamp('2020-08-03 01:53:15.755968')],,cryptoslate,Coinbase,"Chainlink was the most traded cryptocurrency on Coinbase Pro on August 9, according to data by on-chain firm Messari. ",,post-141521,"Chainlink (LINK) trading volume briefly surpassed Bitcoin on Coinbase Chainlink was the most traded cryptocurrency on Coinbase Pro on August 9, according to data by on-chain firm Messari. ",Chainlink (LINK) trading volume briefly surpassed Bitcoin on Coinbase
5,https://cryptoslate.com/coinbase-pushes-defi-narrative-by-considering-listing-balancer-curve-and-ampl/,Priyeshu Garg,,,1.0,2020-08-03 01:53:16.888658,[Timestamp('2020-08-03 01:53:16.888658')],,cryptoslate,Coinbase,Coinbase has become the latest company to join in on the DeFi craze by announcing potential listing 19 new digital assets on its platform. ,,post-140676,"Coinbase pushes DeFi narrative by considering listing Balancer, Curve, and AMPL Coinbase has become the latest company to join in on the DeFi craze by announcing potential listing 19 new digital assets on its platform. ","Coinbase pushes DeFi narrative by considering listing Balancer, Curve, and AMPL"
6,https://cryptoslate.com/coinbase-is-working-closely-with-visa-for-bitcoin-crypto-adoption/,Shaurya Malwa,,,1.0,2020-08-03 01:53:16.888881,[Timestamp('2020-08-03 01:53:16.888881')],,cryptoslate,Coinbase,One of America’s biggest crypto-exchange said Friday it was working “closely” with a global payments process on seamless digital asset transfers and adoption. ,,post-140095,"Coinbase is “working closely” with VISA for Bitcoin, crypto adoption One of America’s biggest crypto-exchange said Friday it was working “closely” with a global payments process on seamless digital asset transfers and adoption. ","Coinbase is “working closely” with VISA for Bitcoin, crypto adoption"
7,https://cryptoslate.com/as-hong-kong-banks-censor-millionaires-for-pro-democracy-ties-coinbase-ceo-calls-for-open-finance/,Shaurya Malwa,,,1.0,2020-08-03 01:53:16.889074,[Timestamp('2020-08-03 01:53:16.889074')],,cryptoslate,Coinbase,Accredited investors in Hong Kong are facing scrutiny from wealth managers and banks globally — the latter searching for investor ties to a pro-democracy narrative. ,,post-139800,"As Hong Kong banks censor millionaires for pro-democracy ties, Coinbase CEO calls for open finance Accredited investors in Hong Kong are facing scrutiny from wealth managers and banks globally — the latter searching for investor ties to a pro-democracy narrative. ","As Hong Kong banks censor millionaires for pro-democracy ties, Coinbase CEO calls for open finance"
8,https://cryptoslate.com/coinbase-ceo-explains-why-they-sell-blockchain-analytics-software-to-the-u-s-secret-service/,Shaurya Malwa,,,1.0,2020-07-04 01:53:16.889265,[Timestamp('2020-07-04 01:53:16.889265')],,cryptoslate,Coinbase,Coinbase was in the crosshairs over the weekend after SEC filings revealed the business licensed transactional information software to regulators. ,,post-139180,Coinbase CEO explains why they sell blockchain analytics software to the U.S. secret service Coinbase was in the crosshairs over the weekend after SEC filings revealed the business licensed transactional information software to regulators. ,Coinbase CEO explains why they sell blockchain analytics software to the U.S. secret service
9,https://cryptoslate.com/cardano-parent-signs-a-custody-agreement-with-coinbase-to-allow-ada-staking/,Priyeshu Garg,,,1.0,2020-07-04 01:53:16.889455,[Timestamp('2020-07-04 01:53:16.889455')],,cryptoslate,Coinbase,"IOHK, the company behind the Cardano blockchain, has announced that it had signed an agreement with Coinbase Custody. ",,post-138256,"Cardano parent signs a custody agreement with Coinbase to allow ADA staking IOHK, the company behind the Cardano blockchain, has announced that it had signed an agreement with Coinbase Custody. ",Cardano parent signs a custody agreement with Coinbase to allow ADA staking
